timestamp,accel,HR,o2%
93199,0.157715,72,95
93200,0.157715,72,95
93201,0.157715,72,95
93202,0.157715,72,95
93203,0.157715,72,95
93204,0.157715,72,95
93205,0.157715,72,95
93206,0.157715,72,95
93207,0.157715,72,95
93208,0.157715,72,95
93209,0.157715,72,95
93210,0.157715,72,95
93211,0.157715,72,95
93212,0.157715,72,95
93213,0.157715,72,95
93214,0.157715,72,95
93219,0.156787,72,95
93220,0.156787,72,95
93221,0.156787,72,95
93222,0.156787,72,95
93223,0.156787,72,95
93224,0.156787,72,95
93225,0.156787,72,95
93226,0.156787,72,95
93227,0.156787,72,95
93228,0.156787,72,95
93229,0.156787,72,95
93230,0.156787,72,95
93231,0.156787,72,95
93232,0.156787,72,95
93233,0.156787,72,95
93234,0.156787,72,95
93235,0.156787,72,95
93236,0.156787,72,95
93237,0.156787,72,95
93238,0.156616,72,95
93251,0.156616,72,95
93252,0.156616,72,95
93253,0.156616,72,95
93254,0.156616,72,95
93255,0.156616,72,95
93256,0.156616,72,95
93257,0.156616,72,95
93259,0.158325,72,95
93260,0.158325,72,95
93261,0.158325,72,95
93262,0.158325,72,95
93263,0.158325,72,95
93264,0.158325,72,95
93265,0.158325,72,95
93266,0.158325,72,95
93267,0.158325,72,95
93268,0.158325,72,95
93269,0.158325,72,95
93270,0.158325,72,95
93271,0.158325,72,95
93276,0.158325,72,95
93277,0.158325,72,95
93278,0.158325,72,95
93280,0.159424,72,95
93281,0.159424,72,95
93282,0.159424,72,95
93283,0.159424,72,95
93284,0.159424,72,95
93285,0.159424,72,95
93286,0.159424,72,95
93287,0.159424,72,95
93288,0.159424,72,95
93289,0.159424,72,95
93290,0.159424,72,95
93291,0.159424,72,95
93292,0.159424,72,95
93293,0.159424,72,95
93294,0.159424,72,95
93295,0.159424,72,95
93304,0.161035,72,95
93305,0.161035,72,95
93306,0.161035,72,95
93307,0.161035,72,95
93308,0.161035,72,95
93309,0.161035,72,95
93310,0.161035,72,95
93311,0.161035,72,95
93312,0.161035,72,95
93313,0.161035,72,95
93314,0.161035,72,95
93315,0.161035,72,95
93316,0.161035,72,95
93317,0.161035,72,95
93318,0.161035,72,95
93319,0.161035,72,95
93320,0.161035,72,95
93322,0.161084,72,95
93323,0.161084,72,95
93324,0.161084,72,95
93329,0.161084,72,95
93330,0.161084,72,95
